txn_id,type,amount_usd,amount_mxn,rate_applied,rate_reference,timestamp,status,counterparty,client_tier,client_id,break_flag,notes
TXN-4840,FX_TRANSFER,9262.57,159224.5,17.1901,17.19,2026-04-12T07:40:19,COMPLETED,Inbursa,CORPORATE_T2,CLI-9317,,
TXN-4842,FX_TRANSFER,6118.97,105161.23,17.1861,17.19,2026-04-12T10:53:51,COMPLETED,Banamex,RETAIL,CLI-1949,,
TXN-4823,FX_TRANSFER,6954.32,119560.06,17.1922,17.19,2026-04-12T15:26:14,COMPLETED,Banorte,CORPORATE_T2,CLI-5557,,
TXN-4870,FX_TRANSFER,6950.43,119450.79,17.1861,17.19,2026-04-12T19:44:57,COMPLETED,BBVA Mexico,CORPORATE_T2,CLI-1590,,
TXN-4843,FX_TRANSFER,3270.02,56213.93,17.1907,17.19,2026-04-12T06:46:31,COMPLETED,Inbursa,RETAIL,CLI-9727,,
TXN-4936,CORPORATE_CARD,4560.82,78400.5,17.19,17.19,2026-04-12T09:37:27,COMPLETED,Inmobiliaria Sur,CORPORATE_T1,CLI-2625,,
TXN-4978,SAVINGS_ACCOUNT,0.96,16.55,0.085,0.085,2026-04-12T05:04:15,COMPLETED,Internal — Yield Engine,RETAIL,CLI-5708,,
TXN-9041,CORPORATE_CARD,4102.65,70524.55,17.19,17.19,2026-04-11T09:14:03,COMPLETED,Holding Omega,CORPORATE_T2,CLI-3417,DUPLICATE,Duplicate: same entity/amount/timestamp
TXN-4847,FX_TRANSFER,1236.3,21246.06,17.1852,17.19,2026-04-12T13:37:14,COMPLETED,Banco Santander MX,RETAIL,CLI-1964,,
TXN-4858,FX_TRANSFER,1157.4,19896.63,17.1908,17.19,2026-04-12T12:54:33,COMPLETED,BBVA Mexico,RETAIL,CLI-9320,,
TXN-4953,SAVINGS_ACCOUNT,0.57,9.74,0.085,0.085,2026-04-12T09:20:07,COMPLETED,Internal — Yield Engine,RETAIL,CLI-7622,,
TXN-5006,SAVINGS_ACCOUNT,0.75,12.89,0.085,0.085,2026-04-12T14:29:58,COMPLETED,Internal — Yield Engine,RETAIL,CLI-5951,,
TXN-5008,SAVINGS_ACCOUNT,1.08,18.56,0.085,0.085,2026-04-12T07:15:56,COMPLETED,Internal — Yield Engine,RETAIL,CLI-9807,,
TXN-4859,FX_TRANSFER,1421.28,24427.4,17.1869,17.19,2026-04-12T14:43:55,COMPLETED,BBVA Mexico,CORPORATE_T1,CLI-2964,,
TXN-4857,FX_TRANSFER,2280.16,39191.39,17.188,17.19,2026-04-12T20:37:47,COMPLETED,HSBC Mexico,RETAIL,CLI-6138,,
TXN-4887,SWIFT_INTERNATIONAL,12694.78,218223.27,17.19,17.19,2026-04-11T04:00:00,DISPATCHED,HSBC Mexico,RETAIL,CLI-5978,,
TXN-4834,FX_TRANSFER,5049.77,86826.25,17.1941,17.19,2026-04-12T11:16:08,COMPLETED,BBVA Mexico,CORPORATE_T2,CLI-9830,,
TXN-4839,FX_TRANSFER,1782.85,30645.94,17.1893,17.19,2026-04-12T11:46:56,COMPLETED,Scotiabank MX,CORPORATE_T1,CLI-9201,,
TXN-4826,FX_TRANSFER,9781.98,168174.73,17.1923,17.19,2026-04-12T13:59:24,COMPLETED,Banco Santander MX,CORPORATE_T2,CLI-5803,,
TXN-4964,SAVINGS_ACCOUNT,0.84,14.49,0.085,0.085,2026-04-12T07:04:17,COMPLETED,Internal — Yield Engine,RETAIL,CLI-7798,,
TXN-5011,SAVINGS_ACCOUNT,0.76,13.0,0.085,0.085,2026-04-12T17:39:26,COMPLETED,Internal — Yield Engine,RETAIL,CLI-5583,,
TXN-4869,FX_TRANSFER,540.78,9297.47,17.1927,17.19,2026-04-12T14:16:10,COMPLETED,Scotiabank MX,CORPORATE_T1,CLI-8007,,
TXN-4993,SAVINGS_ACCOUNT,0.87,14.97,0.085,0.085,2026-04-12T08:51:22,COMPLETED,Internal — Yield Engine,RETAIL,CLI-4588,,
TXN-5015,SAVINGS_ACCOUNT,0.32,5.42,0.085,0.085,2026-04-12T07:54:52,COMPLETED,Internal — Yield Engine,RETAIL,CLI-8450,,
TXN-4947,SAVINGS_ACCOUNT,1.08,18.62,0.085,0.085,2026-04-12T15:17:36,COMPLETED,Internal — Yield Engine,RETAIL,CLI-1659,,
TXN-4944,SAVINGS_ACCOUNT,0.65,11.13,0.085,0.085,2026-04-12T11:38:02,COMPLETED,Internal — Yield Engine,RETAIL,CLI-8078,,
TXN-4945,SAVINGS_ACCOUNT,0.83,14.3,0.085,0.085,2026-04-12T14:01:05,COMPLETED,Internal — Yield Engine,RETAIL,CLI-4750,,
TXN-4950,SAVINGS_ACCOUNT,1.05,18.13,0.085,0.085,2026-04-12T12:26:21,COMPLETED,Internal — Yield Engine,RETAIL,CLI-6260,,
TXN-4970,SAVINGS_ACCOUNT,0.36,6.14,0.085,0.085,2026-04-12T16:02:20,COMPLETED,Internal — Yield Engine,RETAIL,CLI-8749,,
TXN-4852,FX_TRANSFER,9706.81,166822.21,17.1861,17.19,2026-04-12T08:34:28,COMPLETED,BBVA Mexico,CORPORATE_T1,CLI-4006,,
TXN-4965,SAVINGS_ACCOUNT,0.46,7.87,0.085,0.085,2026-04-12T16:17:52,COMPLETED,Internal — Yield Engine,RETAIL,CLI-1042,,
TXN-4941,CORPORATE_CARD,2813.9,48370.94,17.19,17.19,2026-04-12T14:58:17,COMPLETED,Grupo Delta,CORPORATE_T1,CLI-1977,,
TXN-4908,CORPORATE_CARD,3285.2,56472.59,17.19,17.19,2026-04-12T07:29:11,COMPLETED,Empresa XYZ,CORPORATE_T2,CLI-7211,,
TXN-4914,CORPORATE_CARD,718.87,12357.38,17.19,17.19,2026-04-12T04:19:36,COMPLETED,Distribuidora Norte,CORPORATE_T2,CLI-4249,,
TXN-9902,FX_TRANSFER,1835.9,31559.12,17.19,17.19,2026-04-12T13:52:00,COMPLETED,Banorte,CORPORATE_T2,CLI-4483,,
TXN-4848,FX_TRANSFER,3132.83,53866.19,17.1941,17.19,2026-04-12T17:04:32,COMPLETED,BBVA Mexico,CORPORATE_T1,CLI-8953,,
